Place_Id,Place_Name,Description,Category,City,Price,Rating,Description_Clean,Fitur_Gabungan,Tipe_Wisata,Time_Minutes
214,Trans Studio Bandung,"Trans Studio Bandung adalah kawasan wisata terpadu di Kota Bandung, Indonesia. Trans Studio dibangun pada areal seluas 4,2 hektare dengan investasi mencapai Rp 2 triliun sehingga menjadikan sebagai kawasan hiburan terluas dan terlengkap di Bandung. Wahana yang terdapat menawarkan petualangan dan sensasi baru yang tidak kalah menantang seperti pendahulunya yaitu Trans Studio Resort Makassar yang dibuka pada tahun 2009. Trans Studio Bandung dibuka untuk umum pada tanggal 18 Juni 2011. Trans Studio Bandung adalah taman bermain yang paling komplet di kota Bandung",Taman Hiburan,Bandung,280000,45.0,trans studio bandung kawasan wisata padu kota bandung indonesia trans studio bangun areal luas hektare investasi capai rp triliun jadi kawasan hibur luas lengkap bandung wahana tawar tualang sensasi kalah tantang dahulu trans studio resort makassar buka tahun trans studio bandung buka umum tanggal juni trans studio bandung taman main komplet kota bandung,trans studio bandung kawasan wisata padu kota bandung indonesia trans studio bangun areal luas hektare investasi capai rp triliun jadi kawasan hibur luas lengkap bandung wahana tawar tualang sensasi kalah tantang dahulu trans studio resort makassar buka tahun trans studio bandung buka umum tanggal juni trans studio bandung taman main komplet kota bandung taman hiburan bandung,Taman Hiburan,60
215,Taman Hutan Raya Ir. H. Djuanda,"Taman Hutan Raya Ir. H. Djuanda (Tahura Djuanda) merupakan kawasan konservasi yang terpadu antara alam sekunder dengan hutan tanaman dengan jenis Pinus (Pinus merkusil) yang terletak di Sub-Daerah Aliran Sungai Cikapundung dan DAS Citarum yang membentang mulai dari Curug Dago, Dago Pakar sampai Curug Maribaya yang merupakan bagian dari kelompok hutan Gunung Pulosari.\nTahura Djuanda terletak di sebelah utara Kota Bandung berjarak kurang lebih 7 km dari pusat kota, secara geografis berada pada 1070 30’ BT dan 60 52’ LS, secara administrasi berada di wilayah Desa Ciburial, Kecamatan Cimenyan, Kabupaten Bandung dan sebagian masuk Desa Mekarwangi, Desa Cibodas, Desa Langensari, dan Desa Wangunharja, Kecamatan Lembang, Kabupaten Bandung Barat serta Kelurahan Dago, Kecamatan Coblong, Kota Bandung.\nBerdasarkan hasil rekonstruksi tata batas Tahura Djuanda tahun 2003, luasnya adalah 526,98 ha.",Cagar Alam,Bandung,15000,45.0,taman hutan raya ir djuanda tahura djuanda kawasan konservasi padu alam sekunder hutan tanam jenis pinus pinus merkusil letak sub daerah alir sungai cikapundung das citarum bentang curug dago dago pakar curug maribaya kelompok hutan gunung pulosari ntahura djuanda letak belah utara kota bandung jarak km pusat kota geografis bt ls administrasi wilayah desa ciburial camat cimenyan kabupaten bandung desa mekarwangi desa cibodas desa langensari desa wangunharja camat lembang kabupaten bandung barat lurah dago camat coblong kota bandung nberdasarkan hasil rekonstruksi tata batas tahura djuanda tahun luas ha,taman hutan raya ir djuanda tahura djuanda kawasan konservasi padu alam sekunder hutan tanam jenis pinus pinus merkusil letak sub daerah alir sungai cikapundung das citarum bentang curug dago dago pakar curug maribaya kelompok hutan gunung pulosari ntahura djuanda letak belah utara kota bandung jarak km pusat kota geografis bt ls administrasi wilayah desa ciburial camat cimenyan kabupaten bandung desa mekarwangi desa cibodas desa langensari desa wangunharja camat lembang kabupaten bandung barat lurah dago camat coblong kota bandung nberdasarkan hasil rekonstruksi tata batas tahura djuanda tahun luas ha cagar alam bandung,Kebun/Taman,60
216,Farm House Susu Lembang,"Sebagai salah satu tempat wisata lembang baru, Farm house Lembang mulai beroperasi sekitar tahun 2015. Tempat wisata di Bandung biasanya terbantu naik oleh medsos, terutama facebook dan instagram. Tampaknya tempat ini memaksimalkan banget hal ini. Dengan desain atmosfer eropa, banyak spot unik yang pastinya bakal menarik untuk swafoto/selfie, dan di posting di media sosial. memang, Farmhouse Lembang sejauh ini menawarkan ‘wisata foto’ sebagai daya tarik utamanya. Mirip-mirip dengan Dago Dream Park, hanya berbeda konsep tempatnya saja.",Taman Hiburan,Bandung,30000,44.0,salah wisata lembang farm house lembang operasi tahun wisata bandung bantu medsos facebook instagram maksimal banget desain atmosfer eropa spot unik pasti tarik swafoto selfie posting media sosial farmhouse lembang tawar wisata foto daya tarik utama dago dream park beda konsep tempat,salah wisata lembang farm house lembang operasi tahun wisata bandung bantu medsos facebook instagram maksimal banget desain atmosfer eropa spot unik pasti tarik swafoto selfie posting media sosial farmhouse lembang tawar wisata foto daya tarik utama dago dream park beda konsep tempat taman hiburan bandung,Taman Hiburan,60
217,Kebun Binatang Bandung,"Kebun Binatang Bandung merupakan salah satu objek wisata alam flora dan fauna di Kota Bandung, Jawa Barat, Indonesia. Kebun Binatang Bandung terletak berdampingan dengan kampus Institut Teknologi Bandung dan Sungai Cikapundung.",Cagar Alam,Bandung,20000,4.0,kebun binatang bandung salah objek wisata alam flora fauna kota bandung jawa barat indonesia kebun binatang bandung letak damping kampus institut teknologi bandung sungai cikapundung,kebun binatang bandung salah objek wisata alam flora fauna kota bandung jawa barat indonesia kebun binatang bandung letak damping kampus institut teknologi bandung sungai cikapundung cagar alam bandung,Kebun/Taman,60
218,Kawah Putih,"Kawah Putih adalah sebuah tempat wisata di Jawa Barat yang terletak di Desa Alam Endah, Kecamatan Rancabali, Kabupaten Bandung Jawa Barat yang terletak di kaki Gunung Patuha. Kawah putih merupakan sebuah danau yang terbentuk dari letusan Gunung Patuha. Tanah yang bercampur belerang di sekitar kawah ini berwarna putih, lalu warna air yang berada di kawah ini berwarna putih kehijauan, yang unik dari kawah ini adalah airnya kadang berubah warna. Danau Kawah Putih sendiri berada pada ketinggian 2194 m tapi luas total Danau Kawah Putih 25 ha yang dipakai wisata 5 ha dan lokasi kawah sendiri 3 ha.",Cagar Alam,Bandung,81000,45.0,kawah putih wisata jawa barat letak desa alam endah camat rancabali kabupaten bandung jawa barat letak kaki gunung patuha kawah putih danau bentuk letus gunung patuha tanah campur belerang kawah warna putih warna air kawah warna putih hijau unik kawah air kadang ubah warna danau kawah putih tinggi luas total danau kawah putih ha pakai wisata ha lokasi kawah ha,kawah putih wisata jawa barat letak desa alam endah camat rancabali kabupaten bandung jawa barat letak kaki gunung patuha kawah putih danau bentuk letus gunung patuha tanah campur belerang kawah warna putih warna air kawah warna putih hijau unik kawah air kadang ubah warna danau kawah putih tinggi luas total danau kawah putih ha pakai wisata ha lokasi kawah ha cagar alam bandung,Cagar Alam,60
219,Tebing Karaton,"Tebing Keraton atau Tebing Karaton merupakan sebuah tebing yang berada di dalam kawasan Taman Hutan Raya Ir. H. Djuanda. Tebing ini terletak di Kampung Ciharegem Puncak, Desa Ciburial, Bandung, Jawa Barat, Indonesia. Dari Tebing Keraton dapat menikmati pemandangan spektakuler. Bukan lampu kota, melainkan hutan!",Cagar Alam,Bandung,15000,45.0,tebing keraton tebing karaton tebing kawasan taman hutan raya ir djuanda tebing letak kampung ciharegem puncak desa ciburial bandung jawa barat indonesia tebing keraton nikmat pandang spektakuler lampu kota hutan,tebing keraton tebing karaton tebing kawasan taman hutan raya ir djuanda tebing letak kampung ciharegem puncak desa ciburial bandung jawa barat indonesia tebing keraton nikmat pandang spektakuler lampu kota hutan cagar alam bandung,Cagar Alam,60
220,Dusun Bambu,"Dusun Bambu merupakan taman rekreasi berbasis ecotourism di Jawa Barat dengan konsep ‘Private Sanctuary Lifestyle’ (Konsep Wisata Sehat). Melalui konsep ini, Dusun Bambu siap menghadirkan sarana rekreasi yang aman dan nyaman dengan senantiasa menerapkan standar protokol kesehatan yang ketat. Memadukan keindahan alam dan budaya tradisional, fasilitas di Dusun Bambu didesain untuk pengalaman wisata alam yang paling berkesan, mulai dari berjalan-jalan santai, bersepeda, menikmati kuliner lezat di tengah pesona alam, hingga mengunjungi replika pedesaan tradisional. Terdapat pula kapasitas kunjungan harian ke Dusun Bambu untuk memastikan bahwa anjuran social distancing tetap dijalankan. Dengan begitu, Dusun Bambu siap menjamin keselamatan kunjungan wisata Anda menyajikan pengalaman kunjungan yang tak tergantikan dan penjelajahan rasa yang memuaskan hati._x000D_",Taman Hiburan,Bandung,25000,45.0,dusun bambu taman rekreasi bas ecotourism jawa barat konsep private sanctuary lifestyle konsep wisata sehat konsep dusun bambu hadir sarana rekreasi aman nyaman senantiasa terap standar protokol sehat ketat madu indah alam budaya tradisional fasilitas dusun bambu desain alam wisata alam kesan jalan jalan santai sepeda nikmat kuliner lezat tengah pesona alam unjung replika desa tradisional kapasitas kunjung hari dusun bambu anjur social distancing jalan dusun bambu jamin selamat kunjung wisata saji alam kunjung ganti jelajah muas hati,dusun bambu taman rekreasi bas ecotourism jawa barat konsep private sanctuary lifestyle konsep wisata sehat konsep dusun bambu hadir sarana rekreasi aman nyaman senantiasa terap standar protokol sehat ketat madu indah alam budaya tradisional fasilitas dusun bambu desain alam wisata alam kesan jalan jalan santai sepeda nikmat kuliner lezat tengah pesona alam unjung replika desa tradisional kapasitas kunjung hari dusun bambu anjur social distancing jalan dusun bambu jamin selamat kunjung wisata saji alam kunjung ganti jelajah muas hati taman hiburan bandung,Taman Hiburan,60
221,Museum Geologi Bandung,"Museum Geologi didirikan pada tanggal 16 Mei 1929 Museum ini telah direnovasi dengan dana bantuan dari JICA (Japan International Cooperation Agency). Setelah mengalami renovasi, Museum Geologi dibuka kembali dan diresmikan oleh Wakil Presiden RI, Megawati Soekarnoputri pada tanggal 23 Agustus 2000. Sebagai salah satu monumen bersejarah, museum berada di bawah perlindungan pemerintah dan merupakan peninggalan nasional. Dalam Museum ini, tersimpan dan dikelola materi-materi geologi yang berlimpah, seperti fosil, batuan, mineral. Kesemuanya itu dikumpulkan selama kerja lapangan di Indonesia sejak 1850.",Budaya,Bandung,2000,46.0,museum geologi diri tanggal mei museum renovasi dana bantu jica japan international cooperation agency alami renovasi museum geologi buka resmi wakil presiden ri megawati soekarnoputri tanggal agustus salah monumen sejarah museum lindung perintah tinggal nasional museum simpan kelola materi materi geologi limpah fosil batu mineral semua kumpul lapang indonesia,museum geologi diri tanggal mei museum renovasi dana bantu jica japan international cooperation agency alami renovasi museum geologi buka resmi wakil presiden ri megawati soekarnoputri tanggal agustus salah monumen sejarah museum lindung perintah tinggal nasional museum simpan kelola materi materi geologi limpah fosil batu mineral semua kumpul lapang indonesia budaya bandung,Museum,60
222,Museum Konferensi Asia Afrika,"Museum Konferensi Asia Afrika merupakan salah satu museum yang berada di kota Bandung yang terletak di Jalan Asia Afrika No. 65. Museum ini merupakan memorabilia Konferensi Asia Afrika. Museum ini memiliki hubungan yang sangat erat dengan Gedung Merdeka. Secara keseluruhan Gedung Merdeka memiliki dua bangunan utama, yang pertama disebut Gedung Merdeka sebagai tempat sidang utama, sedangkan yang berada di samping Gedung Merdeka adalah Museum Konferensi Asia Afrika sebagai tempat memorabilia Konferensi Asia Afrika. Latar belakang dibangunnya museum ini adalah adanya keinginan dari para pemimpin bangsa-bangsa di Asia dan Afrika untuk mengetahui tentang Gedung Merdeka dan sekitarnya tempat Konferensi Asia Afrika berlangsung. Hal ini membuat Menteri Luar Negeri Republik Indonesia, Prof. Dr. Mochtar Kusumaatmadja, S.H., LL.M memiliki ide untuk membangun sebuah museum. Ide tersebut disampaikannya pada forum rapat Panitia Peringatan 25 tahun Konferensi Asia Afrika (1980) yang dihadiri oleh Direktur Jenderal Kebudayaan Prof. Dr. Haryati Soebadio sebagai wakil dari Departemen Pendidikan dan Kebudayaan. Kemudian museum ini diresmikan pada tanggal 24 April 1980 bertepatan dengan peringatan 25 tahun Konferensi Asia Afrika.",Budaya,Bandung,0,46.0,museum konferensi asia afrika salah museum kota bandung letak jalan asia afrika no museum memorabilia konferensi asia afrika museum milik hubung erat gedung merdeka gedung merdeka milik bangun utama gedung merdeka sidang utama samping gedung merdeka museum konferensi asia afrika memorabilia konferensi asia afrika latar bangun museum pimpin bangsa bangsa asia afrika gedung merdeka konferensi asia afrika menteri negeri republik indonesia prof dr mochtar kusumaatmadja ll milik ide bangun museum ide sampai forum rapat panitia ingat tahun konferensi asia afrika hadir direktur jenderal budaya prof dr haryati soebadio wakil departemen didik budaya museum resmi tanggal april tepat ingat tahun konferensi asia afrika,museum konferensi asia afrika salah museum kota bandung letak jalan asia afrika no museum memorabilia konferensi asia afrika museum milik hubung erat gedung merdeka gedung merdeka milik bangun utama gedung merdeka sidang utama samping gedung merdeka museum konferensi asia afrika memorabilia konferensi asia afrika latar bangun museum pimpin bangsa bangsa asia afrika gedung merdeka konferensi asia afrika menteri negeri republik indonesia prof dr mochtar kusumaatmadja ll milik ide bangun museum ide sampai forum rapat panitia ingat tahun konferensi asia afrika hadir direktur jenderal budaya prof dr haryati soebadio wakil departemen didik budaya museum resmi tanggal april tepat ingat tahun konferensi asia afrika budaya bandung,Museum,60
223,Masjid Raya Bandung,"Masjid Raya Bandung Provinsi Jawa Barat, yang dulu dikenal dengan nama Masjid Agung Bandung adalah masjid yang berada di Kota Bandung, Jawa Barat, Indonesia. Status masjid ini adalah sebagai masjid provinsi bagi Jawa Barat. Masjid ini pertama dibangun tahun 1810, dan sejak didirikannya, Masjid Agung telah mengalami delapan kali perombakan pada abad ke-19, kemudian lima kali pada abad 20 sampai akhirnya direnovasi lagi pada tahun 2001 sampai peresmian Masjid Raya Bandung 4 Juni 2003 yang diresmikan oleh Gubernur Jabar saat itu, H.R. Nuriana. Masjid baru ini, yang bercorak Arab, menggantikan Masjid Agung yang lama, yang bercorak khas Sunda.\nMasjid Raya Bandung, seperti yang kita lihat sekarang, terdapat dua menara kembar di sisi kiri dan kanan masjid setinggi 81 meter yang selalu dibuka untuk umum setiap hari Sabtu dan Minggu. Atap masjid diganti dari atap joglo menjadi satu kubah besar pada atap tengah dan yang lebih kecil pada atap kiri-kanan masjid serta dinding masjid terbuat dari batu alam kualitas tinggi. Kini luas tanah keseluruhan masjid adalah 23.448 m² dengan luas bangunan 8.575 m² dan dapat menampung sekitar 13.000 jamaah.",Tempat Ibadah,Bandung,0,47.0,masjid raya bandung provinsi jawa barat kenal nama masjid agung bandung masjid kota bandung jawa barat indonesia status masjid masjid provinsi jawa barat masjid bangun tahun diri masjid agung alami delapan ombak abad abad renovasi tahun resmi masjid raya bandung juni resmi gubernur jabar nuriana masjid corak arab ganti masjid agung corak khas sunda nmasjid raya bandung menara kembar sisi kiri kanan masjid meter buka umum sabtu minggu atap masjid ganti atap joglo kubah atap tengah atap kiri kanan masjid dinding masjid buat batu alam kualitas tinggi luas tanah masjid luas bangun tampung jamaah,masjid raya bandung provinsi jawa barat kenal nama masjid agung bandung masjid kota bandung jawa barat indonesia status masjid masjid provinsi jawa barat masjid bangun tahun diri masjid agung alami delapan ombak abad abad renovasi tahun resmi masjid raya bandung juni resmi gubernur jabar nuriana masjid corak arab ganti masjid agung corak khas sunda nmasjid raya bandung menara kembar sisi kiri kanan masjid meter buka umum sabtu minggu atap masjid ganti atap joglo kubah atap tengah atap kiri kanan masjid dinding masjid buat batu alam kualitas tinggi luas tanah masjid luas bangun tampung jamaah tempat ibadah bandung,Tempat Ibadah,60
224,Dago Dreampark,Dago Dreampark merupakan wisata kekinian di Kota Bandung dengan luas 13 hektar yang mengusung konsep Jawa - Sunda & Bali dengan dilengkapi berbagai fasilitas & wahana yang menarik.,Taman Hiburan,Bandung,40000,42.0,dago dreampark wisata kini kota bandung luas hektar usung konsep jawa sunda bal lengkap fasilitas wahana tarik,dago dreampark wisata kini kota bandung luas hektar usung konsep jawa sunda bal lengkap fasilitas wahana tarik taman hiburan bandung,Taman Hiburan,60
225,Orchid Forest Cikole,"Orchid Forest Cikole Lembang sudah berdiri sejak Agustus tahun 2017. Tempat ini merupakan taman anggrek terluas di Indonesia. Berada di tengah kawasan hutan lindung dan terbentang seluas 12 hektar. Setidaknya terdapat 157 jenis bunga anggrek beraneka macam dikembangkan di sini. Orchid Forest Cikole Bandung memfokuskan diri untuk memperkenalkan dan membudidayakan berbagai tanaman anggrek. Menggunakan metode lokal maupun internasional. Spesies Anggreknya tidak hanya berasal dari Indonesia yang memang merupakan negara kedua terbanyak memiliki varian anggrek. Tanaman anggrek di Orchid Forest juga berasal dari negara lain, seperti Venezuela, Argentina, Filipina, Peru, dan Amerika serikat.",Taman Hiburan,Bandung,50000,46.0,orchid forest cikole lembang diri agustus tahun taman anggrek luas indonesia tengah kawasan hutan lindung bentang luas hektar jenis bunga anggrek aneka kembang orchid forest cikole bandung fokus kenal membudidayakan tanam anggrek metode lokal internasional spesies anggrek asal indonesia negara milik varian anggrek tanam anggrek orchid forest asal negara venezuela argentina filipina peru amerika serikat,orchid forest cikole lembang diri agustus tahun taman anggrek luas indonesia tengah kawasan hutan lindung bentang luas hektar jenis bunga anggrek aneka kembang orchid forest cikole bandung fokus kenal membudidayakan tanam anggrek metode lokal internasional spesies anggrek asal indonesia negara milik varian anggrek tanam anggrek orchid forest asal negara venezuela argentina filipina peru amerika serikat taman hiburan bandung,Kebun/Taman,60
226,Kawasan Punclut,"Punclut yang merupakan singkatan dari Puncak Ciumbuleuit adalah salah satu kawasan yang terletak di sebelah utara Kota Bandung. Kawasan ini terletak 7 kilometer dari pusat kota Bandung. Pada akhir pekan, kawasan Punclut dipenuhi oleh wisatawan yang datang untuk berwisata dan menikmati pemandangan Kota Bandung. Banyak warga maupun wisatawan yang menggunakan kawasan ini untuk melakukan jalan atau olahraga pagi setiap hari Minggu.",Taman Hiburan,Bandung,20000,44.0,punclut singkat puncak ciumbuleuit salah kawasan letak belah utara kota bandung kawasan letak kilometer pusat kota bandung pekan kawasan punclut penuh wisatawan wisata nikmat pandang kota bandung warga wisatawan kawasan jalan olahraga pagi minggu,punclut singkat puncak ciumbuleuit salah kawasan letak belah utara kota bandung kawasan letak kilometer pusat kota bandung pekan kawasan punclut penuh wisatawan wisata nikmat pandang kota bandung warga wisatawan kawasan jalan olahraga pagi minggu taman hiburan bandung,Taman Hiburan,60
227,Alun-Alun Kota Bandung,Alun-alun Bandung adalah pusat kota Bandung yang dicirikan oleh sebidang tanah yang luas. Di sekelilingnya ada bangunan-bangunan fungsional. Tempatnya ada di dekat Grote Postweg.,Taman Hiburan,Bandung,0,46.0,alun alun bandung pusat kota bandung ciri bidang tanah luas keliling bangun bangun fungsional tempat grote postweg,alun alun bandung pusat kota bandung ciri bidang tanah luas keliling bangun bangun fungsional tempat grote postweg taman hiburan bandung,Alun-alun,60
228,Museum Sri Baduga,"Museum Sri Baduga merupakan sebuah museum yang terletak di kota Bandung, Jawa Barat, Indonesia.\nMuseum ini dikelola oleh pemerintah provinsi Jawa Barat, yang mulai didirikan pada tahun 1974 dengan memanfaatkan bangunan lama bekas Kawedanan Tegallega, yang kemudian diresmikan pada tanggal 5 Juni 1980 oleh Menteri Pendidikan dan Kebudayaan waktu itu, Daoed Joesoef.\nPenamaan museum ini diambil dari gelar salah seorang raja Pajajaran, Sri Baduga Maharaja sebagaimana tertulis pada Prasasti Batutulis. Dan kemudian ditetapkan melalui Kepmendikbud nomor 02223/0/1990 tanggal 4 April 1990._x000D_",Budaya,Bandung,3000,45.0,museum sri baduga museum letak kota bandung jawa barat indonesia nmuseum kelola perintah provinsi jawa barat diri tahun manfaat bangun bekas kawedanan tegallega resmi tanggal juni menteri didik budaya waktu daoed joesoef npenamaan museum ambil gelar salah raja pajajaran sri baduga maharaja tulis prasasti batutulis tetap kepmendikbud nomor tanggal april,museum sri baduga museum letak kota bandung jawa barat indonesia nmuseum kelola perintah provinsi jawa barat diri tahun manfaat bangun bekas kawedanan tegallega resmi tanggal juni menteri didik budaya waktu daoed joesoef npenamaan museum ambil gelar salah raja pajajaran sri baduga maharaja tulis prasasti batutulis tetap kepmendikbud nomor tanggal april budaya bandung,Museum,60
229,Rabbit Town,"Rabbit Town Bandung merupakan salah satu wisata unik di Bandung yang didirikan pada 11 Januari 2018. Tempat wisata yang menjadikan hewan kelinci sebagai ikon utama. Pada seluruh dekorasi dibuat dengan tampilan selucu mungkin dan juga menampilkan berbagai jenis kelinci lucu. Pengunjung yang tertarik dengan hewan ini bisa membawa pulang kelinci dengan membelinya terlebih dahulu. Tempat wisata ini dimiliki oleh CEO Chairman Kaum Group yaitu Pak Henry Husada. Pak Henry sendiri dengan sengaja menjadikan salah satu rumahnya yang memiliki luas dua hektar dengan 30 kamar, dibangun sebuah objek wisata unik. Selain adanya spesies kelinci, tempat ini juga menyuguhkan spot foto bagus. Tak hanya itu, di dalam wisata ini juga terdapat beberapa wahana untuk anak-anak sehingga bagi pengunjung yang membawa serta anaknya akan merasa betah berlama-lama.",Taman Hiburan,Bandung,45000,4.0,rabbit town bandung salah wisata unik bandung diri januari wisata jadi hewan kelinci ikon utama dekorasi tampil lucu tampil jenis kelinci lucu unjung tarik hewan bawa pulang kelinci bel wisata milik ceo chairman kaum group henry husada henry sengaja jadi salah rumah milik luas hektar kamar bangun objek wisata unik spesies kelinci suguh spot foto bagus wisata wahana anak anak unjung bawa anak betah lama,rabbit town bandung salah wisata unik bandung diri januari wisata jadi hewan kelinci ikon utama dekorasi tampil lucu tampil jenis kelinci lucu unjung tarik hewan bawa pulang kelinci bel wisata milik ceo chairman kaum group henry husada henry sengaja jadi salah rumah milik luas hektar kamar bangun objek wisata unik spesies kelinci suguh spot foto bagus wisata wahana anak anak unjung bawa anak betah lama taman hiburan bandung,Taman Hiburan,60
230,Stone Garden Citatah,"Stone  Garden, adalah sebutan nama untuk hamparan tanah yang diisi oleh  formasi batuan tak beraturan yang indah dan membentuk taman alam.Bandung  memiliki banyak wisata alam yang sangat luar biasa. Ternyata Bandung  memiliki wisata alam gua, yaitu Gua Pawon dan wisata Stone Garden. Gua  Pawon merupakan gua yang terbentuk pada zaman purba.Gua ini digunakan  oleh manusia purba sebagai tempat berlindung. Dan uniknya di atas Gua  Pawon terdapat hamparan bebatuan yang sangat indah dengan pemandangan  luar biasa dikenal dengan nama Stone Garden -Taman Batu. Tidak kalah  indah dengan wisata alam Tangkuban Perahu, Kawah Putih Ciwidey, dan Situ  Patengan merupakan kawasan wisata alam yang sering dikunjungi oleh  banyak wisatawan lokal maupun mancanegara. _x000D_",Taman Hiburan,Bandung,30000,44.0,stone garden sebut nama hampar tanah isi formasi batu atur indah bentuk taman alam bandung milik wisata alam bandung milik wisata alam gua gua pawon wisata stone garden gua pawon gua bentuk zaman purba gua manusia purba lindung unik gua pawon hampar bebatuan indah pandang kenal nama stone garden taman batu kalah indah wisata alam tangkuban perahu kawah putih ciwidey situ patengan kawasan wisata alam kunjung wisatawan lokal mancanegara,stone garden sebut nama hampar tanah isi formasi batu atur indah bentuk taman alam bandung milik wisata alam bandung milik wisata alam gua gua pawon wisata stone garden gua pawon gua bentuk zaman purba gua manusia purba lindung unik gua pawon hampar bebatuan indah pandang kenal nama stone garden taman batu kalah indah wisata alam tangkuban perahu kawah putih ciwidey situ patengan kawasan wisata alam kunjung wisatawan lokal mancanegara taman hiburan bandung,Kebun/Taman,60
231,The Great Asia Africa,"Kota Bandung tampaknya tidak pernah kehabisan ide kreatif dalam mengembangkan destinasi wisata. Berbagai tujuan berlibur tersedia di sini, mulai dari wisata kuliner, sejarah, hingga edukasi. Kemasannya pun dengan cara yang unik dan menarik, seperti yang ada di The Great Asia Africa. Kawasan wisata teranyar di Lembang ini menawarkan pengalaman menjelajahi beberapa negara di dua benua, selaras dengan namanya.",Taman Hiburan,Bandung,50000,44.0,kota bandung habis ide kreatif kembang destinasi wisata tuju libur sedia wisata kuliner sejarah edukasi kemas unik tarik the great asia africa kawasan wisata anyar lembang tawar alam jajah negara benua selaras nama,kota bandung habis ide kreatif kembang destinasi wisata tuju libur sedia wisata kuliner sejarah edukasi kemas unik tarik the great asia africa kawasan wisata anyar lembang tawar alam jajah negara benua selaras nama taman hiburan bandung,Taman Hiburan,60
232,Bukit Moko,"Bandung sebagai destinasi wisata tak pernah ada habisnya. Didukung dengan lanskap yang cantik, kawasan Bandung mampu menarik perhatian wisatawan. Baik dari segi alam, budaya, kuliner, dan seni kreatif secara bersamaan. Dari sekian banyak tempat wisata yang tersedia, Bukit Moko Bandung menjadi salah satu yang cukup populer namanya dalam beberapa tahun belakangan. Berada di ketinggian sekitar 1500 mdpl, Bukit Moko memiliki cuaca yang sejuk. Bagi pengunjung yang tidak biasa di cuaca ini, ada baiknya membawa jaket tebal apalagi jika datang saat musim penghujan.",Cagar Alam,Bandung,25000,45.0,bandung destinasi wisata habis dukung lanskap cantik kawasan bandung tarik perhati wisatawan segi alam budaya kuliner seni kreatif sama sekian wisata sedia bukit moko bandung salah populer nama tahun tinggi mdpl bukit moko milik cuaca sejuk unjung cuaca baik bawa jaket tebal musim hujan,bandung destinasi wisata habis dukung lanskap cantik kawasan bandung tarik perhati wisatawan segi alam budaya kuliner seni kreatif sama sekian wisata sedia bukit moko bandung salah populer nama tahun tinggi mdpl bukit moko milik cuaca sejuk unjung cuaca baik bawa jaket tebal musim hujan cagar alam bandung,Gunung/Bukit,60
233,Gunung Papandayan,"Gunung Papandayan adalah gunung api strato yang terletak di Kabupaten Garut, Jawa Barat tepatnya di Kecamatan Cisurupan. Gunung dengan ketinggian 2665 meter di atas permukaan laut itu terletak sekitar 70 km sebelah tenggara Kota Bandung.\nPada Gunung Papandayan, terdapat beberapa kawah yang terkenal. Di antaranya Kawah Mas, Kawah Baru, Kawah Nangklak, dan Kawah Manuk. Kawah-kawah tersebut mengeluarkan uap dari sisi dalamnya.\nTopografi di dalam kawasan curam, berbukit dan bergunung serta terdapat tebing yang terjal. Menurut kalisifikasi Schmidt dan Ferguson termasuk type iklim B, dengan curah hujan rata-rata 3.000 mm/thn, kelembaban udara 70 – 80 % dan temperatur 10 °C.",Cagar Alam,Bandung,30000,46.0,gunung papandayan gunung api strato letak kabupaten garut jawa barat tepat camat cisurupan gunung tinggi meter muka laut letak km belah tenggara kota bandung npada gunung papandayan kawah kenal kawah mas kawah kawah nangklak kawah manuk kawah kawah keluar uap sisi dalam ntopografi kawasan curam bukit gunung tebing terjal kalisifikasi schmidt ferguson type iklim curah hujan rata rata mm thn kelembaban udara temperatur,gunung papandayan gunung api strato letak kabupaten garut jawa barat tepat camat cisurupan gunung tinggi meter muka laut letak km belah tenggara kota bandung npada gunung papandayan kawah kenal kawah mas kawah kawah nangklak kawah manuk kawah kawah keluar uap sisi dalam ntopografi kawasan curam bukit gunung tebing terjal kalisifikasi schmidt ferguson type iklim curah hujan rata rata mm thn kelembaban udara temperatur cagar alam bandung,Gunung/Bukit,60
234,Amazing Art World,"Amazing Art World Bandung, sebuah objek wisata yang terletak di Bandung, yang menegaskan bahwa destinasi wisata itu bukan hanya sekedar tentang pantai, air terjun, atau wisata alam lainnya saja. Hasil karya lukisanpun ternyata mampu menjadi sebuah destinasi wisata yang sangat menyenangkan. Apalagi lukisan 3D, selain keren, tetapi mampu membuat manipulasi bagi mata para pengunjung. Luasnya Amazing Art World Bandung menjadikannya sebagai salah-satu museum lukisan 3D terbesar, bukan hanya di tingkat nasional, tetapi di dunia.",Budaya,Bandung,75000,45.0,amazing art world bandung objek wisata letak bandung destinasi wisata dar pantai air terjun wisata alam hasil karya lukis destinasi wisata senang lukis keren manipulasi unjung luas amazing art world bandung jadi salah museum lukis besar tingkat nasional dunia,amazing art world bandung objek wisata letak bandung destinasi wisata dar pantai air terjun wisata alam hasil karya lukis destinasi wisata senang lukis keren manipulasi unjung luas amazing art world bandung jadi salah museum lukis besar tingkat nasional dunia budaya bandung,Budaya,60
